# v0.4.14 baseline sweep, N=5000, per-molecule extract.
# The full run is 261 MB (20 MB individual_reports + 42 MB structures) and gitignored.
# This is the REUSABLE CORE: it re-derives the bucket table, the key_equal sub-split,
# and the runtime percentiles without the raw run. elapsed_s is the NESTED field.
molecule	status	tier_passed	bucket_honest	subclass_honest	bucket_scored	subclass_scored	elapsed_s	len_oin_in	len_oin_out_indep
YADLUN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.35	156	156
YADSON_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.83	107	107
YAFFAP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.54	64	64
YAFLOI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.86	60	60
YAHPUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.98	68	68
YAHVEL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	24.35	117	117
YAJYAJ_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	8.37	60	60
YAJYEO_comp_0	success	UFF_1	key_equal	rdkit_canonical	key_equal	rdkit_canonical	221.21	197	197
YAKCEU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	55.82	204	204
YAKDUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.34	81	81
YAKGOI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	12.67	88	88
YAKLUR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.42	54	54
